month,ccaa,operator,power_kW,band,usagecost_original,parsed,reason
2025-09,Andalucía,,50.0,DC,"0,45€/kWh DC - 0,29€/kWh AC",0.45,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh DC - 0,29€/kWh AC",0.45,ok
2025-09,Andalucía,,22.0,AC,"0,45€/kWh DC - 0,29€/kWh AC",0.45,ok
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,11.0,AC,,,empty
2025-09,Andalucía,,50.0,DC,"0,45€/kWh DC ",0.45,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh DC ",0.45,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh DC ",0.45,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh DC ",0.45,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh DC ",0.45,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh DC ",0.45,ok
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Andalucía,,22.0,AC,,,empty
2025-09,Andalucía,,50.0,DC," 0,45€/kWh ",0.45,ok
2025-09,Andalucía,,22.0,AC," 0,45€/kWh ",0.45,ok
2025-09,Andalucía,,50.0,DC," 0,45€/kWh ",0.45,ok
2025-09,Andalucía,,22.0,AC," 0,45€/kWh ",0.45,ok
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,"0,50€/kWh",0.5,ok
2025-09,Andalucía,,22.0,AC,,,empty
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,7.4,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Andalucía,,120.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Andalucía,,3.7,AC,1€ + 0.45€/kWh,0.45,ok
2025-09,Andalucía,,2.3,AC,1€ + 0.45€/kWh,0.45,ok
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,60.0,DC,"0,54€/kWh - 0,39€/kWh 22kW AC",0.54,ok
2025-09,Andalucía,,50.0,DC,"0,54€/kWh - 0,39€/kWh 22kW AC",0.54,ok
2025-09,Andalucía,,11.0,AC,"0,60€/kWh",0.6,ok
2025-09,Andalucía,,2.3,AC,"0,60€/kWh",0.6,ok
2025-09,Andalucía,,11.0,AC,"0,40€/kWh + parking 15€/day",0.4,ok
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,"0,25€/kWh ",0.25,ok
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,50.0,DC," 0,45€/kWh ",0.45,ok
2025-09,Andalucía,,22.0,AC," 0,45€/kWh ",0.45,ok
2025-09,Andalucía,,50.0,DC," 0,45€/kWh ",0.45,ok
2025-09,Andalucía,,15.0,AC,"0,45€/kWh",0.45,ok
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,,,,,empty
2025-09,Andalucía,,11.0,AC,"0,25€/kWh",0.25,ok
2025-09,Andalucía,,3.7,AC,,,empty
2025-09,Andalucía,,17.0,AC,,,empty
2025-09,Andalucía,,11.0,AC,,,empty
2025-09,Andalucía,,11.0,AC,,,empty
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,3.0,AC,,,no_kwh
2025-09,Andalucía,,50.0,DC,CCS/ CHADEMO: 0.40€/kWh // TYPE 2: 0.30€/kWh,0.4,ok
2025-09,Andalucía,,50.0,DC,CCS/ CHADEMO: 0.40€/kWh // TYPE 2: 0.30€/kWh,0.4,ok
2025-09,Andalucía,,7.4,AC,,,no_kwh
2025-09,Andalucía,,11.0,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,"0,38€/kWh + parking fee",0.38,ok
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,6.0,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,50.0,DC,0.48€/kWh ,0.48,ok
2025-09,Andalucía,,50.0,DC,0.48€/kWh ,0.48,ok
2025-09,Andalucía,,22.0,AC,0.48€/kWh ,0.48,ok
2025-09,Andalucía,,22.0,AC,0.48€/kWh ,0.48,ok
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,"0,40€/kWh",0.4,ok
2025-09,Andalucía,,11.0,AC,"0,40€/kWh",0.4,ok
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,7.4,AC,Gratis,,free
2025-09,Andalucía,,7.0,AC,Gratis,,free
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,free,,free
2025-09,Andalucía,,250.0,DC,,,empty
2025-09,Andalucía,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Andalucía,,7.4,AC,,,no_kwh
2025-09,Andalucía,,50.0,DC,"0,47€/kWh",0.47,ok
2025-09,Andalucía,,50.0,DC,"0,47€/kWh",0.47,ok
2025-09,Andalucía,,43.0,DC,"0,47€/kWh",0.47,ok
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,7.4,AC,,,empty
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,"0,42€/kWh",0.42,ok
2025-09,Andalucía,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Andalucía,,50.0,DC," 0,39€/kWh DC - 0,29€/kWh AC",0.39,ok
2025-09,Andalucía,,43.0,DC," 0,39€/kWh DC - 0,29€/kWh AC",0.39,ok
2025-09,Andalucía,,50.0,DC," 0,39€/kWh DC - 0,29€/kWh AC",0.39,ok
2025-09,Andalucía,,150.0,DC,"0,65€/kWh >150kW - 0,55€/kWh >60kW - 0,45€/kWh DC - 0,39€/kWh AC ",0.65,ok
2025-09,Andalucía,,100.0,DC,"0,48€/kWh >50kW - 0,36€kW",0.48,ok
2025-09,Andalucía,,50.0,DC,CCS/ CHADEMO: 0.48€/kWh // TYPE 2: 0.35€/kWh,0.48,ok
2025-09,Andalucía,,50.0,DC,CCS/ CHADEMO: 0.48€/kWh // TYPE 2: 0.35€/kWh,0.48,ok
2025-09,Andalucía,,22.0,AC,CCS/ CHADEMO: 0.48€/kWh // TYPE 2: 0.35€/kWh,0.48,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,11.0,AC,free,,free
2025-09,Andalucía,,7.4,AC,"0,50€/kWh AC",0.5,ok
2025-09,Andalucía,,22.0,AC,free,,free
2025-09,Andalucía,,150.0,DC,"0,65€/kWh >150kW - 0,55€/kWh >60kW - 0,45€/kWh DC - 0,39€/kWh AC ",0.65,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh 50 kW - 0,35€/kWh AC",0.45,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh 50 kW - 0,35€/kWh AC",0.45,ok
2025-09,Andalucía,,22.0,AC,"0,45€/kWh 50 kW - 0,35€/kWh AC",0.45,ok
2025-09,Andalucía,,22.0,AC,"0,45€/kWh 50 kW - 0,35€/kWh AC",0.45,ok
2025-09,Andalucía,,3.0,AC,,,empty
2025-09,Andalucía,,11.0,AC,,,no_kwh
2025-09,Andalucía,,5.0,AC,,,no_kwh
2025-09,Andalucía,,7.4,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,22.0,AC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,,,empty
2025-09,Andalucía,,11.0,AC,,,empty
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,350.0,DC,"0,65€/kWh (or subscription rates) ",0.65,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,22.0,AC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,7.4,AC,,,empty
2025-09,Andalucía,,3.7,AC,,,empty
2025-09,Andalucía,,7.4,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,11.0,AC,,,no_kwh
2025-09,Andalucía,,7.4,AC,free,,free
2025-09,Andalucía,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Andalucía,,6.0,AC,,,empty
2025-09,Andalucía,,11.0,AC,,,empty
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,11.0,AC,,,no_kwh
2025-09,Andalucía,,11.0,AC,,,no_kwh
2025-09,Andalucía,,90.0,DC,"0,45€/kWh",0.45,ok
2025-09,Andalucía,,22.0,AC,"0,45€/kWh",0.45,ok
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Andalucía,,50.0,DC," 0,45€/kWh DC - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,50.0,DC," 0,45€/kWh DC - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,22.0,AC," 0,45€/kWh DC - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,150.0,DC,0.59€/kWh,0.59,ok
2025-09,Andalucía,,150.0,DC,"0,60€/kWh",0.6,ok
2025-09,Andalucía,,150.0,DC,"0,60€/kWh",0.6,ok
2025-09,Andalucía,,22.0,AC,,,empty
2025-09,Andalucía,,11.0,AC,,,empty
2025-09,Andalucía,,22.0,AC,,,empty
2025-09,Andalucía,,11.0,AC,,,empty
2025-09,Andalucía,,2.3,AC,,,empty
2025-09,Andalucía,,250.0,DC,,,empty
2025-09,Andalucía,,22.0,AC,"0,52€/kWh",0.52,ok
2025-09,Andalucía,,90.0,DC,"0,55€/kWh DC - 0,39€/kWh AC",0.55,ok
2025-09,Andalucía,,90.0,DC,"0,55€/kWh DC - 0,39€/kWh AC",0.55,ok
2025-09,Andalucía,,22.0,AC,"0,55€/kWh DC - 0,39€/kWh AC",0.55,ok
2025-09,Andalucía,,7.4,AC,,,empty
2025-09,Andalucía,,3.7,AC,,,empty
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Andalucía,,7.4,AC,"0,39 €/kWh + parking fee (1-2€/day)",0.39,ok
2025-09,Andalucía,,7.4,AC,"0,44€/kWh+parking fee",0.44,ok
2025-09,Andalucía,,3.7,AC,"0,44€/kWh+parking fee",0.44,ok
2025-09,Andalucía,,11.0,AC,free,,free
2025-09,Andalucía,,60.0,DC," 0,45€/kWh DC - 0,40€/kWh AC ",0.45,ok
2025-09,Andalucía,,22.0,AC," 0,45€/kWh DC - 0,40€/kWh AC ",0.45,ok
2025-09,Andalucía,,360.0,DC,"0.48€/kWh DC - 0,41€/kWh AC",0.48,ok
2025-09,Andalucía,,50.0,DC,"0.48€/kWh DC - 0,41€/kWh AC",0.48,ok
2025-09,Andalucía,,50.0,DC,"0.48€/kWh DC - 0,41€/kWh AC",0.48,ok
2025-09,Andalucía,,22.0,AC,"0.48€/kWh DC - 0,41€/kWh AC",0.48,ok
2025-09,Andalucía,,22.0,AC,"0.48€/kWh DC - 0,41€/kWh AC",0.48,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,22.0,AC,free,,free
2025-09,Andalucía,,7.4,AC,"0,20€/kWh",0.2,ok
2025-09,Andalucía,,22.0,AC,,,empty
2025-09,Andalucía,,11.0,AC,,,empty
2025-09,Andalucía,,11.0,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,"0,36€/kWh",0.36,ok
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,7.4,AC,"0,42€/kWh",0.42,ok
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,175.0,DC,"0,54€/kWh ",0.54,ok
2025-09,Andalucía,,7.4,AC,free,,free
2025-09,Andalucía,,150.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh 50kW   - 0,39€/kWh 22kW AC",0.54,ok
2025-09,Andalucía,,80.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh 50kW   - 0,39€/kWh 22kW AC",0.54,ok
2025-09,Andalucía,,50.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh 50kW   - 0,39€/kWh 22kW AC",0.54,ok
2025-09,Andalucía,,50.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh 50kW   - 0,39€/kWh 22kW AC",0.54,ok
2025-09,Andalucía,,22.0,AC,"0,54€/kWh 80-200kW - 0,45€/kWh 50kW   - 0,39€/kWh 22kW AC",0.54,ok
2025-09,Andalucía,,150.0,DC,0.52€/kWh DC - 0.47€/kWh AC,0.52,ok
2025-09,Andalucía,,150.0,DC,0.52€/kWh DC - 0.47€/kWh AC,0.52,ok
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,7.4,AC,0.30€/kWh,0.3,ok
2025-09,Andalucía,,100.0,DC,"Carga DC: CCS Type 2 (0.50€) // CHAdeMO (0.40€) // Mennekes Type 2 (0,30€)",,no_kwh
2025-09,Andalucía,,50.0,DC,"Carga DC: CCS Type 2 (0.50€) // CHAdeMO (0.40€) // Mennekes Type 2 (0,30€)",,no_kwh
2025-09,Andalucía,,22.0,AC,"Carga DC: CCS Type 2 (0.50€) // CHAdeMO (0.40€) // Mennekes Type 2 (0,30€)",,no_kwh
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Andalucía,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Andalucía,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,11.0,AC,free,,free
2025-09,Andalucía,,7.4,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,,,empty
2025-09,Andalucía,,11.0,AC,,,empty
2025-09,Andalucía,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Andalucía,,120.0,DC,"0,54€/kWh DC",0.54,ok
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,50.0,DC,,,no_kwh
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,50.0,DC," 0,45€/kWh ",0.45,ok
2025-09,Andalucía,,50.0,DC," 0,45€/kWh ",0.45,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Andalucía,,3.7,AC,Free.  Limited to 1 hour. Accessible during business hours,,free
2025-09,Andalucía,,11.0,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,50.0,DC,"0,46€/kWh",0.46,ok
2025-09,Andalucía,,22.0,AC,"0,46€/kWh",0.46,ok
2025-09,Andalucía,,50.0,DC,"0,46€/kWh",0.46,ok
2025-09,Andalucía,,50.0,DC,"0,39€/kWh",0.39,ok
2025-09,Andalucía,,50.0,DC,"0,39€/kWh",0.39,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,50.0,DC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,22.0,AC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,150.0,DC,"0,54€/kWh",0.54,ok
2025-09,Andalucía,,50.0,DC," 0,47€/kWh ",0.47,ok
2025-09,Andalucía,,43.0,DC," 0,47€/kWh ",0.47,ok
2025-09,Andalucía,,50.0,DC," 0,47€/kWh ",0.47,ok
2025-09,Andalucía,,150.0,DC,0.59€/kWh,0.59,ok
2025-09,Andalucía,,22.0,AC,"0,25€/kWh ",0.25,ok
2025-09,Andalucía,,3.7,AC,1€/h,,no_kwh
2025-09,Andalucía,,7.4,AC,,,empty
2025-09,Andalucía,,2.3,AC,,,empty
2025-09,Andalucía,,11.0,AC,"2,5€/h",,no_kwh
2025-09,Andalucía,,22.0,AC,"0,41€/kWh",0.41,ok
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,11.0,AC,,,no_kwh
2025-09,Andalucía,,17.0,AC,parking: 15€/day,,no_kwh
2025-09,Andalucía,,11.0,AC,parking: 15€/day,,no_kwh
2025-09,Andalucía,,150.0,DC,0.52€/kWh DC - 0.47€/kWh AC,0.52,ok
2025-09,Andalucía,,150.0,DC,0.52€/kWh DC - 0.47€/kWh AC,0.52,ok
2025-09,Andalucía,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Andalucía,,22.0,AC,free,,free
2025-09,Andalucía,,11.0,AC,"0,36€/kWh + parking fee ",0.36,ok
2025-09,Andalucía,,22.0,AC,"0,32€/kWh AC",0.32,ok
2025-09,Andalucía,,7.4,AC,"parking fee + 0,20€/kWh (0,01€/min parked without charging)",0.2,ok
2025-09,Andalucía,,10.0,AC,"parking 18€/day, free charging",,free
2025-09,Andalucía,,3.7,AC,"parking 18€/day, free charging",,free
2025-09,Andalucía,,3.7,AC,"parking 18€/day, free charging",,free
2025-09,Andalucía,,7.0,AC,"0,45€/kWh + parking fee",0.45,ok
2025-09,Andalucía,,7.4,AC,,,no_kwh
2025-09,Andalucía,,11.0,AC,,,no_kwh
2025-09,Andalucía,,100.0,DC,"0,60 €/kWh DC - 0,39€/kWh AC",0.6,ok
2025-09,Andalucía,,80.0,DC,"0,60 €/kWh DC - 0,39€/kWh AC",0.6,ok
2025-09,Andalucía,,7.4,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,Free.  Limited to 1 hour. Accessible during business hours. Parking fee,,free
2025-09,Andalucía,,11.0,AC,free,,free
2025-09,Andalucía,,22.0,AC,"0,40€/kWh",0.4,ok
2025-09,Andalucía,,17.0,AC,,,empty
2025-09,Andalucía,,7.4,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,"0,50€/kWh",0.5,ok
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,11.0,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,"0,45€/kWh",0.45,ok
2025-09,Andalucía,,7.4,AC,"0,40€/kWh",0.4,ok
2025-09,Andalucía,,50.0,DC," 0,39€/kWh DC - 0,29€/kWh AC",0.39,ok
2025-09,Andalucía,,43.0,DC," 0,39€/kWh DC - 0,29€/kWh AC",0.39,ok
2025-09,Andalucía,,50.0,DC," 0,39€/kWh DC - 0,29€/kWh AC",0.39,ok
2025-09,Andalucía,,11.0,AC,free,,free
2025-09,Andalucía,,11.0,AC,"0,30€/kWh",0.3,ok
2025-09,Andalucía,,3.0,AC,10€,,no_kwh
2025-09,Andalucía,,22.0,AC,,,empty
2025-09,Andalucía,,3.7,AC,Free.  Limited to 1 hour. Accessible during business hours,,free
2025-09,Andalucía,,180.0,DC,"0,60€/kWh",0.6,ok
2025-09,Andalucía,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Andalucía,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Andalucía,,22.0,AC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Andalucía,,22.0,AC,free,,free
2025-09,Andalucía,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Andalucía,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Andalucía,,43.0,DC,0.47€/kWh ,0.47,ok
2025-09,Andalucía,,45.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,,,no_kwh
2025-09,Andalucía,,7.4,AC,,,no_kwh
2025-09,Andalucía,,3.7,AC,,,no_kwh
2025-09,Andalucía,,22.0,AC,free,,free
2025-09,Andalucía,,50.0,DC,,,no_kwh
2025-09,Andalucía,,50.0,DC,,,no_kwh
2025-09,Andalucía,,43.0,DC,,,no_kwh
2025-09,Andalucía,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Andalucía,,11.0,AC,,,no_kwh
2025-09,Andalucía,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Andalucía,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Andalucía,,43.0,DC,0.47€/kWh ,0.47,ok
